Gene_ID,CON_3.06,CON_3.13,CON_3.17,CON_3.18,SG_3.36,SG_3.63,SG_3.72,SG_3.80,FOBS_3.28,FOBS_3.38,FOBS_3.75,FOBS_3.83,DIO_3.56,DIO_3.61,DIO_3.81,DIO_3.88,FOBS vs SG log2FoldChange,FOBS vs SG stat,FOBS vs SG pvalue,FOBS vs SG padj,FOBS vs CON log2FoldChange,FOBS vs CON stat,FOBS vs CON pvalue,FOBS vs CON padj,FOBS vs DIO log2FoldChange,FOBS vs DIO stat,FOBS vs DIO pvalue,FOBS vs DIO padj,SG vs CON log2FoldChange,SG vs CON stat,SG vs CON pvalue,SG vs CON padj,SG vs DIO log2FoldChange,SG vs DIO stat,threshold,SG vs DIO padj,CON vs DIO log2FoldChange,CON vs DIO stat,CON vs DIO pvalue,CON vs DIO padj,h1.baseMean,h1.log2FoldChange,h1.lfcSE,h1.stat,h1.pvalue,h1.padj,h2.baseMean,h2.log2FoldChange,h2.lfcSE,h2.stat,h2.pvalue,h2.padj,h3.baseMean,h3.log2FoldChange,h3.lfcSE,h3.stat,h3.pvalue,h3.padj
Elk3,2808.98565920275,3495.06122305982,2802.48090742649,2959.08472764974,3608.39551147881,3698.46871647082,3280.02527967023,3486.4901664785302,3893.66403929516,2827.48483935228,3443.73951462456,3571.26130373937,4652.28780118995,4130.97842548491,4397.60427850788,3738.6894843215,-2.5064020999999999E-2,-0.20380516400000001,0.83850575699999996,0.91836638400000004,-0.152987972,-1.0945925860000001,0.27369516500000002,0.98090928700000002,0.28929588499999997,1.8939412739999999,5.8232804999999999E-2,0.56097900599999995,-0.179680852,-1.8660159650000001,6.2039131999999997E-2,0.25106339999999999,0.286558547,2.6214236560000002,0.008756337,0.12820127200000001,0.461139405,3.486187261,4.8995799999999997E-4,4.6546791999999997E-2,3606.889503,0.23085636400000001,9.9314662999999997E-2,2.3244942549999998,2.0099018999999999E-2,0.31239820499999998,3960.072669,0.286558547,0.109314092,2.6214236560000002,8.7563369999999995E-3,0.12820127200000001,3924.86985,0.28929588499999997,0.15274807600000001,1.8939412739999999,5.8232804999999999E-2,0.56097900599999995
Eln,4614.22179852901,3605.1822781006,5206.65325749197,4015.83216374497,2548.90116240423,3555.5825394796,2271.45215170182,3483.37901900475,7212.0774334021,3964.96250739065,8072.30295384223,6423.53381753963,6326.34874494342,7189.80722711399,8256.90098732543,4940.00953875012,-1.046135923,-4.5813700329999998,4.6199999999999998E-6,1.4638499999999999E-4,-0.44185170099999999,-2.0550308670000001,3.9876022999999997E-2,0.65181108899999995,5.8648934E-2,0.237322325,0.81240674400000001,0.98436295699999998,0.56837906400000004,2.9011585979999999,3.7178570000000002E-3,8.9306682999999998E-2,1.0878984979999999,4.8936939370000001,9.9e-7,4.9287599999999995E-4,0.54981649200000005,2.5937647259999999,9.4931419999999996E-3,0.23091973099999999,5212.24451,0.72695968399999999,0.17141087699999999,4.2410359030000002,2.2200000000000001E-5,9.8062010000000005E-3,4960.584175,1.0878984979999999,0.22230619900000001,4.8936939370000001,9.9000000000000005E-7,4.9287599999999995E-4,6725.727215,5.8648934E-2,0.247127757,0.237322325,0.81240674400000001,0.98436295699999998
Endou,342.144374981187,375.586814868126,355.506973092391,274.366181796519,408.828073373073,205.724495584829,151.322588313411,268.856298465535,408.76209440114,306.475307962686,258.680363685326,267.719716522237,431.288694450217,461.157943598236,592.620431388695,462.917073943894,-0.26923484399999997,-1.000646057,0.316997955,0.53192789500000004,0.12691924900000001,0.68576793199999997,0.492859461,0.99985749700000004,0.59271039999999997,2.8711433199999998,4.0898999999999996E-3,0.15389477500000001,0.37101431899999998,1.3446974949999999,0.17872294399999999,0.39921641099999999,0.79391471300000005,2.914892552,0.00355811,7.9269391999999994E-2,0.48789057200000002,2.7113918030000002,6.7001400000000003E-3,0.19347790200000001,355.0614989,0.352551536,0.18833814700000001,1.8719072189999999,6.1219440999999999E-2,0.45976474099999998,382.9432264,0.79391471300000005,0.272365001,2.914892552,3.5581100000000002E-3,7.9269391999999994E-2,409.3270783,0.59271039999999997,0.206437065,2.8711433199999998,4.0898999999999996E-3,0.15389477500000001
Entpd2,1703.94306842749,928.145415568102,897.691905148485,863.687870178478,831.605102918389,1207.1666531523,641.273812999104,961.520305396867,998.339475604356,956.870582699927,1721.02331753607,1503.47596773057,1163.38531434945,1902.39294082357,2596.57973406831,1358.42434598325,-0.50250561000000005,-2.1567922849999999,3.1021852999999999E-2,0.122742619,-0.149885778,-0.60625875200000001,0.54434294500000002,0.99985749700000004,0.36684315299999998,1.3220936459999999,0.18613696900000001,0.83122870900000001,0.28815220400000002,1.052679608,0.29248785799999999,0.51794391699999998,0.82711090399999998,2.9860681100000002,0.002825897,6.9548667999999994E-2,0.52605431300000005,1.7979423290000001,7.2186147000000006E-2,0.53675883800000002,1293.236653,0.49210879400000002,0.19552936000000001,2.5168025649999999,1.1842517E-2,0.25302632400000002,1375.21487,0.82711090399999998,0.27698996599999998,2.9860681100000002,2.825897E-3,6.9548667999999994E-2,1570.275487,0.36684315299999998,0.27747138300000002,1.3220936459999999,0.18613696900000001,0.83122870900000001
Ephb4,3585.90461126084,3015.71120390413,5511.4013191841,4002.96597732964,2899.90183573901,2895.68108075635,2787.20208957978,3103.3650441397,6761.26216584669,3159.65692541791,4128.53662904049,3232.62067636023,3064.96623328813,5741.25331852524,4297.50317978614,4013.9115870469,-0.55656523199999997,-2.403495903,1.6239149000000001E-2,7.9104687000000007E-2,-6.1615254000000001E-2,-0.252422127,0.80071479899999998,0.99985749700000004,-8.8228079999999997E-3,-3.2821000000000003E-2,0.97381733100000001,0.99848132000000001,0.47822457299999999,2.5314598899999998,1.1358880999999999E-2,0.14019442300000001,0.53635560599999998,2.6984042420000001,0.006967278,0.112414921,6.7816773999999996E-2,0.282797154,0.77733233599999996,0.95626713799999996,3964.129915,0.26987960599999999,0.174377532,1.5476741919999999,0.12170075900000001,0.58767537400000003,3690.240948,0.53635560599999998,0.19876769999999999,2.6984042420000001,6.9672780000000004E-3,0.112414921,4411.830489,-8.8228079999999997E-3,0.26881592900000001,-3.2821000000000003E-2,0.97381733100000001,0.99848132000000001
Epor,395.072786542725,214.883252357373,338.875067918478,273.294865922104,177.124371493343,274.299327446438,221.872082605641,237.16966328924,350.367509486691,231.339426010544,310.416436422392,284.701937346409,309.402759062112,426.59809770797,407.426546579728,356.866980640383,-0.40197393199999998,-2.2022272539999999,2.7649259999999998E-2,0.113522708,7.0760250999999996E-2,0.330268442,0.74119713600000003,0.99985749700000004,0.326213478,1.7076781759999999,8.7696073999999999E-2,0.65576865399999995,0.43565553699999998,1.8854486690000001,5.9369287999999999E-2,0.24710288799999999,0.69856193,3.7165549059999998,2.01958e-4,1.40524E-2,0.24974906699999999,1.107295761,0.268166077,0.81489522999999997,306.5329189,0.29258794100000002,0.16012167899999999,1.8272849950000001,6.7656930000000004E-2,0.47404955700000001,308.960737,0.69856193,0.18795953500000001,3.7165549059999998,2.0195799999999999E-4,1.40524E-2,343.135964,0.326213478,0.19102749199999999,1.7076781759999999,8.7696073999999999E-2,0.65576865399999995
Erg,1468.76294916508,1559.27736311885,2022.85598652421,1506.86890311951,1514.82580830752,1386.12639186155,1413.02415101223,1435.50174583405,2148.08943622503,1349.4795896095,1273.6516197641,1627.29563735419,1717.65757391515,2343.58911743559,2676.80242150907,1910.5816476079,-0.20197516900000001,-1.135061082,0.256349726,0.46985339999999998,4.9396384000000002E-2,0.25546460399999998,0.79836427899999995,0.99985749700000004,0.38759392500000001,1.690784689,9.0877932999999994E-2,0.664297421,0.22360811999999999,1.752521956,7.9684097999999995E-2,0.27910978199999997,0.58372376299999995,3.1955362649999999,0.001395712,4.5939988000000001E-2,0.36149723,1.8052086940000001,7.1042031000000005E-2,0.53103357500000004,1742.958299,0.273329184,0.146747829,1.8625773590000001,6.2521752E-2,0.46235763299999999,1848.618554,0.58372376299999995,0.18266848299999999,3.1955362649999999,1.3957119999999999E-3,4.5939988000000001E-2,1933.367542,0.38759392500000001,0.22923907900000001,1.690784689,9.0877932999999994E-2,0.664297421
Exoc3l,163.510985817922,161.621591516657,197.503873940217,215.420659020953,131.813485762488,148.121636821077,155.412703023306,172.836191870701,324.298498364169,150.271763904285,157.089529947089,222.766779046488,210.956426633258,239.75893086372,220.230565718772,193.583503649265,-0.48011761200000003,-1.954767591,5.0610507999999998E-2,0.171376738,-0.15014934999999999,-0.63821018299999999,0.52333686899999998,0.99985749700000004,1.4745950000000001E-2,5.8648252999999997E-2,0.95323227600000005,0.99596676200000001,0.305750727,1.895581637,5.8015387000000002E-2,0.245672733,0.50813017900000002,3.3267430240000002,8.78674e-4,3.5307382999999998E-2,0.206178007,1.2695488880000001,0.20424536600000001,0.75856970899999998,195.1938096,0.32495017700000001,0.148531312,2.1877553760000001,2.8687425999999999E-2,0.35352327099999997,188.4495842,0.50813017900000002,0.152741037,3.3267430240000002,8.7867399999999997E-4,3.5307382999999998E-2,220.449457,1.4745950000000001E-2,0.25143033999999997,5.8648252999999997E-2,0.95323227600000005,0.99596676200000001
Exoc3l2,324.186993589828,317.733447880241,679.829227933103,265.79222521857,299.669927496727,322.758509562872,243.343574470703,315.905766616577,791.455177679758,286.70290517497,400.719211614096,409.571607694044,448.165208580878,670.677009307973,343.359973440098,430.933712471406,-0.62359293999999998,-2.3434368019999998,1.9106999E-2,8.8195656999999997E-2,-0.15265452800000001,-0.55849349699999995,0.57650744399999998,0.99985749700000004,-2.7667360000000001E-3,-9.63667E-3,0.99231116900000005,0.99931934499999997,0.40835274999999999,1.47371966,0.140557087,0.35626132500000002,0.639797053,3.034612273,0.002408451,6.3133438E-2,0.19004564199999999,0.66135431899999997,0.50838511399999997,0.91411757699999996,416.7230468,0.36579706200000001,0.19664561699999999,1.8601841560000001,6.2859475999999997E-2,0.46242469400000002,392.4987202,0.639797053,0.21083321199999999,3.034612273,2.4084509999999998E-3,6.3133438E-2,484.0918244,-2.7667360000000001E-3,0.28710493500000001,-9.63667E-3,0.99231116900000005,0.99931934499999997
Fam171a2,530.228834215803,321.406757699706,501.036039414723,553.020520801041,285.252230211597,313.615747246646,355.813027926367,371.598196602434,489.05496148664,465.644643235143,490.081801265787,447.531596289274,360.032113937271,670.676534110092,631.661284381517,517.625547993405,-0.55559002800000001,-4.7776935829999996,1.77E-6,6.6600000000000006E-5,3.5151243999999998E-2,0.19255846300000001,0.84730477800000004,0.99985749700000004,0.19291769,0.91424302499999999,0.36058916099999999,0.94362478100000002,0.53235114699999997,2.572401937,1.0099556000000001E-2,0.13406057199999999,0.67455137099999996,3.0180503440000002,0.002544066,6.5066216999999996E-2,0.15892954300000001,0.64144552300000002,0.52123326400000003,0.91495123099999998,465.7693827,0.29731298299999998,0.16109732199999999,1.8455488879999999,6.4957734000000003E-2,0.466541066,450.3290593,0.67455137099999996,0.22350567199999999,3.0180503440000002,2.5440660000000002E-3,6.5066216999999996E-2,522.0714246,0.19291769,0.21101357600000001,0.91424302499999999,0.36058916099999999,0.94362478100000002
Fam189a2,631.360338302729,549.146089357732,1004.151274875,595.889982167411,573.594621638325,615.34482457151,575.640472382378,603.966470481506,1256.52633610554,632.723216439094,708.313868563821,783.180066244156,631.931695781405,1234.43449539294,1377.44208376832,790.325695333302,-0.52252248899999998,-2.4632648819999998,1.3767816E-2,7.0583112000000003E-2,-0.20364196000000001,-0.85454231400000003,0.39280457499999999,0.99985749700000004,0.21046952599999999,0.74317589299999998,0.45737519599999998,0.96969314200000001,0.25534468599999999,1.2666917049999999,0.20526554699999999,0.429476896,0.70158734499999997,2.77875841,0.005456709,9.9252923000000007E-2,0.436070913,1.5643781290000001,0.117728794,0.64216236900000001,802.3740102,0.45849099300000001,0.178228467,2.5724902410000001,1.009698E-2,0.23205805600000001,824.889743,0.70158734499999997,0.25248231100000001,2.77875841,5.4567089999999997E-3,9.9252923000000007E-2,955.0715818,0.21046952599999999,0.28320284299999998,0.74317589299999998,0.45737519599999998,0.96969314200000001
Fam19a5,187.139740993923,122.134498134746,275.465929442935,234.712061321336,105.038871466982,172.808576291256,160.524962991178,150.751567353889,108.44708626969,173.998884520751,137.33575672021,207.782466554572,40.3161170899116,63.7197158601778,87.0911782615143,90.0584125672666,-0.130894861,-0.58695835699999999,0.55723167500000004,0.73817005599999996,0.314992732,1.2932283600000001,0.19593209,0.93548724500000002,-0.92202319099999996,-3.3816966609999999,7.2039599999999999E-4,5.3697354000000003E-2,0.46232569299999998,1.7543249240000001,7.9374846999999998E-2,0.27873604099999999,-0.87510686299999996,-3.2743482959999999,0.00105906,3.9493632000000001E-2,-1.2253957550000001,-4.2363257189999999,2.27E-5,6.5432579999999997E-3,147.34976,-0.45420785400000002,0.219384252,-2.0703758350000001,3.8417162999999997E-2,0.38774313199999999,110.8861662,-0.87510686299999996,0.26726138599999999,-3.2743482959999999,1.0590599999999999E-3,3.9493632000000001E-2,116.0932964,-0.92202319099999996,0.27265106300000003,-3.3816966609999999,7.2039599999999999E-4,5.3697354000000003E-2
Fasn,212703.493776959,83768.6379226713,241145.499668729,460521.564463198,59726.9661382189,463433.439075271,601812.170540661,526921.09869708,20774.9296910937,691729.66872627,306258.432337304,669937.559084682,10254.3580651636,22969.3503187612,32525.0400306686,20782.4553211959,-3.3178943000000002E-2,-9.2708989000000006E-2,0.92613475599999995,0.96449454000000001,-0.235078012,-0.87324830099999995,0.38252775300000003,0.99985749700000004,-1.5879491699999999,-4.6634982540000003,3.1099999999999999E-6,1.4265549999999999E-3,-0.423077482,-1.0252658569999999,0.305237761,0.53016646599999995,-2.3392380990000001,-6.4052889200000003,1.5e-10,1.42E-6,-2.2165291489999999,-6.499525716,8.0599999999999998E-11,2.4499999999999998E-7,279642.0775,-0.16003273500000001,0.220453496,-0.725925139,0.46788466400000001,0.85386823499999998,220372.0249,-2.3392380990000001,0.36520415099999998,-6.4052889200000003,1.5E-10,1.42E-6,225244.884,-1.5879491699999999,0.340506007,-4.6634982540000003,3.1099999999999999E-6,1.4265549999999999E-3
Faxc,176.74348662472,127.644426131763,229.728148634911,311.877681240317,84.4430349124507,111.548384018241,122.694096085647,115.224252739939,118.874607297863,182.896594297127,237.986235600378,118.875645664619,232.520739469834,220.318585552372,130.136523672722,206.208708340329,-0.57573973099999998,-2.4068840040000001,1.6089279000000001E-2,7.8559568999999996E-2,0.28077508299999998,1.092195273,0.27474727999999998,0.98114879300000002,0.219437828,0.87474242099999999,0.38171407299999999,0.95094922699999995,0.89004072400000001,3.295145749,9.8370599999999999E-4,5.0421450999999999E-2,0.80582141600000001,3.9379719390000001,8.22e-5,7.934745E-3,-9.8547687999999994E-2,-0.36817450499999999,0.71274311899999998,0.94437133900000003,173.1903698,0.13149681599999999,0.206678316,0.636239051,0.52462062399999998,0.87166623099999996,155.7998007,0.80582141600000001,0.204628532,3.9379719390000001,8.2200000000000006E-5,7.934745E-3,184.1121967,0.219437828,0.25085993699999998,0.87474242099999999,0.38171407299999999,0.95094922699999995
Fblim1,1470.65408887254,1112.07110812063,1777.53251620535,1653.69916560151,848.549448469085,1242.5756543461,947.812742430456,876.663832465122,2218.98929449214,1507.6615207575,1347.95685807532,1144.80157427782,1625.77493974456,1772.27016386882,1705.78347382115,1441.77307014729,-0.65862697599999998,-3.048987581,2.2961399999999999E-3,1.9625783000000001E-2,-1.9918563E-2,-9.1070166999999994E-2,0.92743683700000001,0.99985749700000004,6.9465252000000005E-2,0.31944972199999999,0.74938551099999995,0.97979326300000003,0.62645665399999995,3.2154235390000001,1.302522E-3,5.7336294000000003E-2,0.73219045199999999,4.5241151439999996,6.06e-6,1.5225970000000001E-3,0.10406164,0.57607236799999995,0.56456626700000001,0.922110545,1445.899701,0.319713303,0.165808541,1.9282076850000001,5.3829298999999997E-2,0.44026504900000002,1339.275447,0.73219045199999999,0.16184169200000001,4.5241151439999996,6.0599999999999996E-6,1.5225970000000001E-3,1635.316405,6.9465252000000005E-2,0.217452848,0.31944972199999999,0.74938551099999995,0.97979326300000003
